original_user_id,block,condition
1119326313209319424,0_0_0,2
1119725899056914432,0_0_0,2
1120033591449329664,0_0_0,2
1120118441074155648,0_0_0,2
1120352768970100736,0_0_0,2
1120371850813558784,0_0_0,2
1120666950458380160,0_0_0,2
1120825066403586048,0_0_0,2
1120897334,0_0_0,2
1120979372519907200,0_0_0,2
1121122900399087616,0_0_0,2
1121203080421412864,0_0_0,2
1121397437061529600,0_0_0,2
1121545640062767232,0_0_0,2
1121990445779885952,0_0_0,2
1122224225530433536,0_0_0,2
1122261434,0_0_0,2
1122357871188988032,0_0_0,2
1122598372572000000,0_0_0,2
112280378,0_0_0,2
1122913082332864384,0_0_0,2
112306686,0_0_0,2
1123213523100884736,0_0_0,2
1123320579925450752,0_0_0,2
1123414561548328832,0_0_0,2
112349382,0_0_0,2
1123795422441615232,0_0_0,2
1124049806282960768,0_0_0,2
11246242,0_0_0,2
1124856153555591168,0_0_0,2
1125045864710529024,0_0_0,2
1125200126,0_0_0,2
1125535524792492032,0_0_0,2
1125580019504504832,0_0_0,2
1125758454092705536,0_0_0,2
1125803111224885248,0_0_0,2
1125911773,0_0_0,2
1126089617374175232,0_0_0,2
112633774,0_0_0,2
1126514347,0_0_0,2
1126750241200279552,0_0_0,2
1126922420114403200,0_0_0,2
1127309580080275456,0_0_0,2
112753412,0_0_0,2
1127724167875395584,0_0_0,2
1127971769753714560,0_0_0,2
1128076015497097216,0_0_0,2
1128327195615744000,0_0_0,2
1128454652956000000,0_0_0,2
1128712088753282944,0_0_0,2
1128782138,0_0_0,2
1129245830551154560,0_0_0,2
1129505522280030208,0_0_0,2
112960596,0_0_0,2
1129804232075427840,0_0_0,2
1130217871286636416,0_0_0,2
1130592088180101248,0_0_0,2
1130788476344066048,0_0_0,2
1130884989086707584,0_0_0,2
1131126576114851840,0_0_0,2
1131266647577243648,0_0_0,2
1131387172546916352,0_0_0,2
1131491747056508800,0_0_0,2
1131854899,0_0_0,2
1132105326054875136,0_0_0,2
1132174247764344832,0_0_0,2
1132466178641805184,0_0_0,2
1132672532,0_0_0,2
1132764492645961600,0_0_0,2
1132780591345221632,0_0_0,2
1133117275643555840,0_0_0,2
1133435054854557568,0_0_0,2
1133749168260964352,0_0_0,2
113397205,0_0_0,2
1134273219580649344,0_0_0,2
1134515723097821184,0_0_0,2
1134653985204260864,0_0_0,2
113480677,0_0_0,2
1134851982,0_0_0,2
1134990858325860352,0_0_0,2
1135272787554127744,0_0_0,2
1135410607539269632,0_0_0,2
1135595741752254464,0_0_0,2
1136004459602042752,0_0_0,2
1136106698882592768,0_0_0,2
1136316137405321216,0_0_0,2
1136436092549312384,0_0_0,2
1136534716662898560,0_0_0,2
1136704404751560832,0_0_0,2
1136803043125555200,0_0_0,2
1136929287011880832,0_0_0,2
1137211466883501952,0_0_0,2
1137443204389789568,0_0_0,2
1137752339090198400,0_0_0,2
1138060671499853824,0_0_0,2
1138170914028314624,0_0_0,2
1138228587318906752,0_0_0,2
1138354685176426368,0_0_0,2
1138475915116081152,0_0_0,2
1138634491860324352,0_0_0,2
1138785693109559168,0_0_0,2
1138931600,0_0_0,2
11391512,0_0_0,2
1139215671068418048,0_0_0,2
1139439146089340800,0_0_0,2
1139735999276343168,0_0_0,2
1139823270788837248,0_0_0,2
1140069448742838144,0_0_0,2
1140275577506750464,0_0_0,2
114030132,0_0_0,2
1140337346442878848,0_0_0,2
114060025,0_0_0,2
1140786772399525760,0_0_0,2
114087076,0_0_0,2
1141082002369785856,0_0_0,2
1141477669164290048,0_0_0,2
1141592761508028416,0_0_0,2
1141729541313957760,0_0_0,2
1141827273366167552,0_0_0,2
1141903019883335552,0_0_0,2
1142100576110632832,0_0_0,2
1142328351656468352,0_0_0,2
1142517660153868160,0_0_0,2
1142646430726623232,0_0_0,2
1142813061352435584,0_0_0,2
1142865850958876544,0_0_0,2
1143007455766437760,0_0_0,2
1143265988881895424,0_0_0,2
1143325676,0_0_0,2
114345264,0_0_0,2
1143630365761912832,0_0_0,2
1143889814338457600,0_0_0,2
1143915627637301248,0_0_0,2
1144053547090116608,0_0_0,2
1144196396410724352,0_0_0,2
1144316317807403008,0_0_0,2
1144505493836259200,0_0_0,2
1144647962821308416,0_0_0,2
1144838970041351936,0_0_0,2
1145063205154316160,0_0_0,2
1145155822151847936,0_0_0,2
1145391259646857216,0_0_0,2
1145504936198848384,0_0_0,2
114556883,0_0_0,2
1145772455761469440,0_0_0,2
1146090560,0_0_0,2
114614791,0_0_0,2
1146188260290567936,0_0_0,2
114632064,0_0_0,2
1146454749241389056,0_0_0,2
1146510478593679232,0_0_0,2
1146574134715080832,0_0_0,2
114660927,0_0_0,2
114679758,0_0_0,2
1146879160905867264,0_0_0,2
1147113371335970816,0_0_0,2
1147232845846503424,0_0_0,2
114747134,0_0_0,2
1147895041328930816,0_0_0,2
1148037619638513664,0_0_0,2
1148331845764784000,0_0_0,2
1148398248375332864,0_0_0,2
1148651314685128832,0_0_0,2
1148874912716742656,0_0_0,2
1149047528282886016,0_0_0,2
1149101911519444736,0_0_0,2
1149119353650065408,0_0_0,2
1149205803880108032,0_0_0,2
1149336745886060416,0_0_0,2
114963475,0_0_0,2
1149714641892860032,0_0_0,2
1149821470031470336,0_0_0,2
1150244889873006336,0_0_0,2
1150640897878626432,0_0_0,2
1150845574641573760,0_0_0,2
1150880438912557056,0_0_0,2
1150922494494351232,0_0_0,2
1151020933026603008,0_0_0,2
1151488704260661248,0_0_0,2
1151663743509684224,0_0_0,2
1151688213536354432,0_0_0,2
1151863049646674048,0_0_0,2
1151956481887100800,0_0_0,2
1151981396782698368,0_0_0,2
1152233829450559360,0_0_0,2
1152316650722680832,0_0_0,2
1152669152,0_0_0,2
1152726203549327232,0_0_0,2
115283510,0_0_0,2
115302493,0_0_0,2
1153101091241910272,0_0_0,2
1153405807112990720,0_0_0,2
1154019509344382720,0_0_0,2
1154185959954628608,0_0_0,2
115437339,0_0_0,2
1154558118610604032,0_0_0,2
1154965044,0_0_0,2
1155137550178066432,0_0_0,2
1155193204028952320,0_0_0,2
1155273126084829184,0_0_0,2
115553054,0_0_0,2
1155574212553297920,0_0_0,2
115588743,0_0_0,2
1155919526816563200,0_0_0,2
1155991125250990080,0_0_0,2
1156272803349319680,0_0_0,2
1156355832201850880,0_0_0,2
1156659762966224896,0_0_0,2
1156760058379800320,0_0_0,2
1157037748642992128,0_0_0,2
1157213700689805312,0_0_0,2
11573862,0_0_0,2
115752455,0_0_0,2
1157734479420633088,0_0_0,2
1157838936275734528,0_0_0,2
1158047277245771520,0_0_0,2
115807485,0_0_0,2
115832845,0_0_0,2
1158419681419640832,0_0_0,2
115853288,0_0_0,2
1158691709729071104,0_0_0,2
1158807843740348416,0_0_0,2
1158856916526948352,0_0_0,2
115897281,0_0_0,2
1159143904853266432,0_0_0,2
1159284936,0_0_0,2
115954097,0_0_0,2
1159600162978893824,0_0_0,2
1159869129467269120,0_0_0,2
1160057406791049216,0_0_0,2
1160411316751876096,0_0_0,2
1160845452,0_0_0,2
1161019463816400896,0_0_0,2
1161101132,0_0_0,2
1161322091884531712,0_0_0,2
1161516066,0_0_0,2
1161673452647923712,0_0_0,2
1161789356,0_0_0,2
1161840067,0_0_0,2
1161872920370536448,0_0_0,2
1162089120321216512,0_0_0,2
1162409369297915904,0_0_0,2
1162533133943738368,0_0_0,2
1163123816186466304,0_0_0,2
1163430416914759680,0_0_0,2
1163554580585562112,0_0_0,2
1163621484595752704,0_0_0,2
1164012124575817728,0_0_0,2
1164234335047888896,0_0_0,2
1164306260092760064,0_0_0,2
1164662583586119680,0_0_0,2
1164881169130774528,0_0_0,2
1164982000916271104,0_0_0,2
116504600,0_0_0,2
116511735,0_0_0,2
1165682819714170880,0_0_0,2
1165784019029712896,0_0_0,2
1165956517155278848,0_0_0,2
1166037760450473984,0_0_0,2
1166083936931520512,0_0_0,2
116616475,0_0_0,2
1166320417835048704,0_0_0,2
1166456907676225536,0_0_0,2
1166571353442529280,0_0_0,2
1166703984016527104,0_0_0,2
1166868041138954240,0_0_0,2
1167090709,0_0_0,2
1167173865719697408,0_0_0,2
1167263102460669952,0_0_0,2
1167900616779345920,0_0_0,2
1168324820783833088,0_0_0,2
116861930,0_0_0,2
116875452,0_0_0,2
1169446685279424512,0_0_0,2
1169678164177477632,0_0_0,2
1169711363444432896,0_0_0,2
1169785584501612288,0_0_0,2
116994396,0_0_0,2
1170035155161009920,0_0_0,2
1170140620763148288,0_0_0,2
1170203115280203520,0_0_0,2
1170378925,0_0_0,2
1170486130258481152,0_0_0,2
1170736740560072704,0_0_0,2
1170772265857777664,0_0_0,2
1170841824023515136,0_0_0,2
