original_user_id,block,condition
1052743270877618048,0_0_0,0
1052918204601909248,0_0_0,0
1053136568079138816,0_0_0,0
1053339026,0_0_0,0
1053456965484000000,0_0_0,0
1053722783090233216,0_0_0,0
1053847179650000000,0_0_0,0
1053902562569609216,0_0_0,0
1054089884548378624,0_0_0,0
1054230104,0_0_0,0
1054715322085920768,0_0_0,0
1054861710849302400,0_0_0,0
1055105681093668864,0_0_0,0
1055182807889297408,0_0_0,0
105550272,0_0_0,0
1055709176712884224,0_0_0,0
1055998106519658368,0_0_0,0
1056225270200438784,0_0_0,0
1056471614,0_0_0,0
105653707,0_0_0,0
105669363,0_0_0,0
1056997124498509824,0_0_0,0
1057048035459584000,0_0_0,0
1057102235480547200,0_0_0,0
1057347618811138048,0_0_0,0
1057659211734286336,0_0_0,0
1058081250,0_0_0,0
1058392696341970816,0_0_0,0
105870904,0_0_0,0
1058937910496497664,0_0_0,0
1059142274720792448,0_0_0,0
1059214098,0_0_0,0
105952472,0_0_0,0
1059590785723699200,0_0_0,0
1059837128455188352,0_0_0,0
105996560,0_0_0,0
1060012754667532160,0_0_0,0
1060163270752067584,0_0_0,0
1060325069677826048,0_0_0,0
1060385103015280640,0_0_0,0
106040223,0_0_0,0
1060663799504494336,0_0_0,0
1060839626284457984,0_0_0,0
1061302016,0_0_0,0
106139532,0_0_0,0
106179198,0_0_0,0
1061868925275783168,0_0_0,0
1062037081,0_0_0,0
1062350664720883584,0_0_0,0
1062521093137678336,0_0_0,0
106262376,0_0_0,0
1062875005657272448,0_0_0,0
1063312215313395584,0_0_0,0
1063384694635536384,0_0_0,0
1063494225352974336,0_0_0,0
1063613221389651968,0_0_0,0
1063750279,0_0_0,0
1063875038225551232,0_0_0,0
1064046401837879168,0_0_0,0
1064307123419525248,0_0_0,0
106439207,0_0_0,0
1064610072037253248,0_0_0,0
1064677214820712448,0_0_0,0
106489667,0_0_0,0
106497518,0_0_0,0
1065290568069250944,0_0_0,0
1065720957568921600,0_0_0,0
1066000196369293184,0_0_0,0
1066214935200358400,0_0_0,0
1066553856920698752,0_0_0,0
106677973,0_0_0,0
1066909544125788032,0_0_0,0
1067016079669633024,0_0_0,0
1067236464,0_0_0,0
1067332926600331264,0_0_0,0
1067494662,0_0_0,0
1067713529925365632,0_0_0,0
106779850,0_0_0,0
106791787,0_0_0,0
106819122,0_0_0,0
1068578147464093568,0_0_0,0
1068981943457337216,0_0_0,0
106926720,0_0_0,0
1069341771270901632,0_0_0,0
1069415887407587200,0_0_0,0
1069618378850123648,0_0_0,0
1069709941,0_0_0,0
1069769051663040384,0_0_0,0
1069832154,0_0_0,0
1069869988746534784,0_0_0,0
1070009377812230016,0_0_0,0
1070200435150069632,0_0_0,0
1070400117155528832,0_0_0,0
1070475339128811648,0_0_0,0
1070827804873256832,0_0_0,0
107102815,0_0_0,0
1071059048089485184,0_0_0,0
1071227767117766656,0_0_0,0
1071474258759553024,0_0_0,0
1071657313,0_0_0,0
1071778812,0_0_0,0
1071888081509330816,0_0_0,0
1072020970116808832,0_0_0,0
107225844,0_0_0,0
1072510558073749632,0_0_0,0
1072587422310035456,0_0_0,0
1072806889,0_0_0,0
1072933062,0_0_0,0
1073045490156101632,0_0_0,0
107339384,0_0_0,0
1073596244633808768,0_0_0,0
1074062298996719616,0_0_0,0
107434733,0_0_0,0
1074408080480395264,0_0_0,0
1074625021,0_0_0,0
1074709595594088448,0_0_0,0
1074797549884792832,0_0_0,0
107496407,0_0_0,0
107516739,0_0_0,0
1075218204,0_0_0,0
1075298269759033216,0_0_0,0
1075497596569956352,0_0_0,0
1075745480,0_0_0,0
1075867543,0_0_0,0
1076090503190454144,0_0_0,0
1076517305520144384,0_0_0,0
107664483,0_0_0,0
1076713315102089216,0_0_0,0
1076981948092989440,0_0_0,0
1077067732057763840,0_0_0,0
1077258816251744256,0_0_0,0
1077429796609671168,0_0_0,0
1077577838956630016,0_0_0,0
1077666452411281408,0_0_0,0
107792622,0_0_0,0
107805162,0_0_0,0
1078329774857219968,0_0_0,0
